postal_code,city,gmina,powiat,wojewodztwo
30-618,Kraków,Kraków,Kraków,małopolskie
30-606,Kraków,Kraków,Kraków,małopolskie
30-358,Kraków,Kraków,Kraków,małopolskie
30-361,Kraków,Kraków,Kraków,małopolskie
30-804,Kraków,Kraków,Kraków,małopolskie
30-803,Kraków,Kraków,Kraków,małopolskie
31-261,Kraków,Kraków,Kraków,małopolskie
30-722,Kraków,Kraków,Kraków,małopolskie
30-254,Kraków,Kraków,Kraków,małopolskie
30-122,Kraków,Kraków,Kraków,małopolskie
30-130,Kraków,Kraków,Kraków,małopolskie
30-087,Kraków,Kraków,Kraków,małopolskie
31-527,Kraków,Kraków,Kraków,małopolskie
30-319,Kraków,Kraków,Kraków,małopolskie
31-013,Kraków,Kraków,Kraków,małopolskie
30-533,Kraków,Kraków,Kraków,małopolskie
30-518,Kraków,Kraków,Kraków,małopolskie
30-021,Kraków,Kraków,Kraków,małopolskie
31-989,Kraków,Kraków,Kraków,małopolskie
31-540,Kraków,Kraków,Kraków,małopolskie
30-687,Kraków,Kraków,Kraków,małopolskie
30-374,Kraków,Kraków,Kraków,małopolskie
30-301,Kraków,Kraków,Kraków,małopolskie
31-436,Kraków,Kraków,Kraków,małopolskie
31-047,Kraków,Kraków,Kraków,małopolskie
30-715,Kraków,Kraków,Kraków,małopolskie
31-049,Kraków,Kraków,Kraków,małopolskie
31-455,Kraków,Kraków,Kraków,małopolskie
30-632,Kraków,Kraków,Kraków,małopolskie
31-207,Kraków,Kraków,Kraków,małopolskie
30-076,Kraków,Kraków,Kraków,małopolskie
31-137,Kraków,Kraków,Kraków,małopolskie
30-571,Kraków,Kraków,Kraków,małopolskie
31-914,Kraków,Kraków,Kraków,małopolskie
30-016,Kraków,Kraków,Kraków,małopolskie
31-025,Kraków,Kraków,Kraków,małopolskie
30-739,Kraków,Kraków,Kraków,małopolskie
30-317,Kraków,Kraków,Kraków,małopolskie
30-633,Kraków,Kraków,Kraków,małopolskie
31-014,Kraków,Kraków,Kraków,małopolskie
31-016,Kraków,Kraków,Kraków,małopolskie
30-316,Kraków,Kraków,Kraków,małopolskie
31-320,Kraków,Kraków,Kraków,małopolskie
30-822,Kraków,Kraków,Kraków,małopolskie
31-112,Kraków,Kraków,Kraków,małopolskie
30-817,Kraków,Kraków,Kraków,małopolskie
30-615,Kraków,Kraków,Kraków,małopolskie
31-974,Kraków,Kraków,Kraków,małopolskie
30-391,Kraków,Kraków,Kraków,małopolskie
30-625,Kraków,Kraków,Kraków,małopolskie
30-682,Kraków,Kraków,Kraków,małopolskie
31-328,Kraków,Kraków,Kraków,małopolskie
30-103,Kraków,Kraków,Kraków,małopolskie
31-307,Kraków,Kraków,Kraków,małopolskie
31-355,Kraków,Kraków,Kraków,małopolskie
31-263,Kraków,Kraków,Kraków,małopolskie
31-032,Kraków,Kraków,Kraków,małopolskie
31-038,Kraków,Kraków,Kraków,małopolskie
31-162,Kraków,Kraków,Kraków,małopolskie
30-666,Kraków,Kraków,Kraków,małopolskie
31-135,Kraków,Kraków,Kraków,małopolskie
30-572,Kraków,Kraków,Kraków,małopolskie
30-521,Kraków,Kraków,Kraków,małopolskie
30-626,Kraków,Kraków,Kraków,małopolskie
30-332,Kraków,Kraków,Kraków,małopolskie
30-542,Kraków,Kraków,Kraków,małopolskie
30-127,Kraków,Kraków,Kraków,małopolskie
31-009,Kraków,Kraków,Kraków,małopolskie
30-648,Kraków,Kraków,Kraków,małopolskie
31-161,Kraków,Kraków,Kraków,małopolskie
31-153,Kraków,Kraków,Kraków,małopolskie
30-691,Kraków,Kraków,Kraków,małopolskie
30-324,Kraków,Kraków,Kraków,małopolskie
30-315,Kraków,Kraków,Kraków,małopolskie
30-516,Kraków,Kraków,Kraków,małopolskie
30-797,Kraków,Kraków,Kraków,małopolskie
31-023,Kraków,Kraków,Kraków,małopolskie
31-102,Kraków,Kraków,Kraków,małopolskie
30-835,Kraków,Kraków,Kraków,małopolskie
30-418,Kraków,Kraków,Kraków,małopolskie
31-506,Kraków,Kraków,Kraków,małopolskie
30-312,Kraków,Kraków,Kraków,małopolskie
30-323,Kraków,Kraków,Kraków,małopolskie
31-450,Kraków,Kraków,Kraków,małopolskie
31-456,Kraków,Kraków,Kraków,małopolskie
31-460,Kraków,Kraków,Kraków,małopolskie
31-339,Kraków,Kraków,Kraków,małopolskie
31-033,Kraków,Kraków,Kraków,małopolskie
30-531,Kraków,Kraków,Kraków,małopolskie
31-992,Kraków,Kraków,Kraków,małopolskie
30-552,Kraków,Kraków,Kraków,małopolskie
31-326,Kraków,Kraków,Kraków,małopolskie
31-072,Kraków,Kraków,Kraków,małopolskie
31-413,Kraków,Kraków,Kraków,małopolskie
30-668,Kraków,Kraków,Kraków,małopolskie
31-279,Kraków,Kraków,Kraków,małopolskie
31-334,Kraków,Kraków,Kraków,małopolskie
31-280,Kraków,Kraków,Kraków,małopolskie
30-520,Kraków,Kraków,Kraków,małopolskie
30-205,Kraków,Kraków,Kraków,małopolskie
30-825,Kraków,Kraków,Kraków,małopolskie
30-661,Kraków,Kraków,Kraków,małopolskie
30-020,Kraków,Kraków,Kraków,małopolskie
30-006,Kraków,Kraków,Kraków,małopolskie
30-373,Kraków,Kraków,Kraków,małopolskie
31-310,Kraków,Kraków,Kraków,małopolskie
30-617,Kraków,Kraków,Kraków,małopolskie
30-706,Kraków,Kraków,Kraków,małopolskie
30-350,Kraków,Kraków,Kraków,małopolskie
30-554,Kraków,Kraków,Kraków,małopolskie
30-519,Kraków,Kraków,Kraków,małopolskie
30-523,Kraków,Kraków,Kraków,małopolskie
30-442,Kraków,Kraków,Kraków,małopolskie
30-423,Kraków,Kraków,Kraków,małopolskie
30-304,Kraków,Kraków,Kraków,małopolskie
30-095,Kraków,Kraków,Kraków,małopolskie
31-095,Kraków,Kraków,Kraków,małopolskie
31-105,Kraków,Kraków,Kraków,małopolskie
30-101,Kraków,Kraków,Kraków,małopolskie
31-314,Kraków,Kraków,Kraków,małopolskie
30-734,Kraków,Kraków,Kraków,małopolskie
31-353,Kraków,Kraków,Kraków,małopolskie
30-811,Kraków,Kraków,Kraków,małopolskie
77-135,Kramarzyny,Tuchomie,bytowski,pomorskie
47-303,Krapkowice,Krapkowice,krapkowicki,opolskie
36-007,Krasne,Krasne,rzeszowski,podkarpackie
23-204,Kraśnik,Kraśnik,kraśnicki,lubelskie
86-130,Krąplewice,Jeżewo,świecki,kujawsko-pomorskie
63-006,Krerowo,Kleszczewo,poznański,wielkopolskie
76-245,Krępa,Redzikowo,słupski,pomorskie
84-315,Krępkowice,Cewice,lęborski,pomorskie
20-515,Krężnica,Duża,lubelski,lubelskie
66-441,Krobielewko,Skwierzyna,międzyrzecki,lubuskie
64-711,Krosinek,Połajewo,czarnkowsko-,wielkopolskie
38-400,Krosno,Krosno,Krosno,podkarpackie
57-362,Krosnowice,Kłodzko,kłodzki,dolnośląskie
44-348,Krostoszowice,Godów,wodzisławski,śląskie
32-722,Królówka,Wiśnicz,bocheński,małopolskie
34-236,Krupowa,Bystra-Sidzina,suski,małopolskie
64-211,Krutla,Wolsztyn,wolsztyński,wielkopolskie
38-304,Kryg,Lipinki,gorlicki,małopolskie
82-120,Krynica,Morska,nowodworski,pomorskie
22-376,Kryniczki,Izbica,krasnostawski,lubelskie
43-265,Kryry,Suszec,pszczyński,śląskie
32-435,Krzczonów,Tokarnia,myślenicki,małopolskie
09-134,Krzeczanowo,Siemiątkowo,żuromiński,mazowieckie
32-433,Krzeczów,Lubień,myślenicki,małopolskie
37-127,Krzemienica,Czarna,łańcucki,podkarpackie
58-405,Krzeszów,Góra,kamiennogórski,dolnośląskie
34-206,Krzeszów,Stryszawa,suski,małopolskie
32-445,Krzyszkowice,Myślenice,myślenicki,małopolskie
32-442,Krzywaczka,Sułkowice,myślenicki,małopolskie
37-755,Krzywcza,Krzywcza,przemyski,podkarpackie
21-515,Krzywowólka,Sławatycze,bialski,lubelskie
64-224,Krzyż,Wolsztyn,wolsztyński,wielkopolskie
51-180,Krzyżanowice,Mała,trzebnicki,dolnośląskie
47-450,Krzyżanowice,Krzyżanowice,raciborski,śląskie
26-130,Krzyżka,Suchedniów,skarżyski,świętokrzyskie
43-254,Krzyżowice,Pawłowice,pszczyński,śląskie
95-054,Ksawerów,Ksawerów,pabianicki,łódzkie
67-128,Książ,Kożuchów,nowosolski,lubuskie
44-213,Książenice,Czerwionka-Leszczyny,rybnicki,śląskie
83-122,Kuchnia,Gniew,tczewski,pomorskie
23-414,Kulasze,Księżpol,biłgorajski,lubelskie
46-082,Kup,Wielki,opolski,opolskie
15-588,Kuriany,Zabłudów,białostocki,podlaskie
15-589,Kuriany,Zabłudów,białostocki,podlaskie
66-306,Kursko,Międzyrzecz,międzyrzecki,lubuskie
37-744,Kuźmina,Bircza,przemyski,podkarpackie
44-144,Kuźnia,Pilchowice,gliwicki,śląskie
84-130,Kuźnica,Jastarnia,pucki,pomorskie
64-763,Kuźnica,Wielkopolski,czarnkowsko-,wielkopolskie
34-232,Lachowice,Stryszawa,suski,małopolskie
34-373,Laliki,Milówka,żywiecki,śląskie
32-641,Las,Przeciszów,oświęcimski,małopolskie
57-251,Laski,Stok,ząbkowicki,dolnośląskie
46-282,Laskowice,Wielkie,kluczborski,opolskie
07-401,Laskowiec,Rzekuń,ostrołęcki,mazowieckie
57-517,Lasówka,Kłodzka,kłodzki,dolnośląskie
44-145,Leboszowice,Pilchowice,gliwicki,śląskie
05-120,Legionowo,Legionowo,legionowski,mazowieckie
59-220,Legnica,Legnica,Legnica,dolnośląskie
34-142,Leńcze,Zebrzydowska,wadowicki,małopolskie
32-733,Leszczyna,Trzciana,bocheński,małopolskie
58-425,Leszczyniec,Góra,kamiennogórski,dolnośląskie
34-300,Leśna,Lipowa,żywiecki,śląskie
34-145,Leśnica,Stryszów,wadowicki,małopolskie
95-043,Leźnica,Parzęczew,zgierski,łódzkie
84-300,Lębork,Lębork,lęborski,pomorskie
43-143,Lędziny,Lędziny,bieruńsko-lędziński,śląskie
43-140,Lędziny,Lędziny,bieruńsko-lędziński,śląskie
43-144,Lędziny,Lędziny,bieruńsko-lędziński,śląskie
32-543,Lgota,Trzebinia,chrzanowski,małopolskie
38-306,Libusza,Biecz,gorlicki,małopolskie
63-563,Licheń,Ślesin,koniński,wielkopolskie
33-172,Lichwin,Pleśna,tarnowski,małopolskie
43-518,Ligota,Czechowice-Dziedzice,bielski,śląskie
58-231,Ligota,Niemcza,dzierżoniowski,dolnośląskie
46-333,Ligota,Radłów,oleski,opolskie
58-210,Ligota,Łagiewniki,dzierżoniowski,dolnośląskie
83-404,Liniewko,Karczma,kościerski,pomorskie
64-815,Lipia,Szamocin,chodzieski,wielkopolskie
33-206,Lipiny,Tarnowska,dąbrowski,małopolskie
20-050,Lipniak,Konopnica,lubelski,lubelskie
36-123,Lipnica,Dzikowiec,kolbuszowski,podkarpackie
34-482,Lipnica,Jabłonka,nowotarski,małopolskie
34-324,Lipowa,Lipowa,żywiecki,śląskie
77-143,Lipuszek,Studzienice,bytowski,pomorskie
87-615,Lisek,Fabianki,włocławski,kujawsko-pomorskie
68-131,Lubartów,Wymiarki,żagański,lubuskie
38-441,Lubatowa,Iwonicz-Zdrój,krośnieński,podkarpackie
33-162,Lubcza,Ryglice,tarnowski,małopolskie
36-042,Lubenia,Lubenia,rzeszowski,podkarpackie
49-313,Lubicz,Lubsza,brzeski,opolskie
72-500,Lubin,Międzyzdroje,kamieński,zachodniopomorskie
83-112,Lubiszewo,Tczew,tczewski,pomorskie
20-710,Lublin,Lublin,Lublin,lubelskie
20-442,Lublin,Lublin,Lublin,lubelskie
20-391,Lublin,Lublin,Lublin,lubelskie
20-571,Lublin,Lublin,Lublin,lubelskie
20-140,Lublin,Lublin,Lublin,lubelskie
20-833,Lublin,Lublin,Lublin,lubelskie
20-350,Lublin,Lublin,Lublin,lubelskie
20-033,Lublin,Lublin,Lublin,lubelskie
20-715,Lublin,Lublin,Lublin,lubelskie
20-814,Lublin,Lublin,Lublin,lubelskie
20-315,Lublin,Lublin,Lublin,lubelskie
20-249,Lublin,Lublin,Lublin,lubelskie
20-440,Lublin,Lublin,Lublin,lubelskie
20-054,Lublin,Lublin,Lublin,lubelskie
20-011,Lublin,Lublin,Lublin,lubelskie
20-407,Lublin,Lublin,Lublin,lubelskie
20-848,Lublin,Lublin,Lublin,lubelskie
20-718,Lublin,Lublin,Lublin,lubelskie
20-536,Lublin,Lublin,Lublin,lubelskie
20-809,Lublin,Lublin,Lublin,lubelskie
20-841,Lublin,Lublin,Lublin,lubelskie
20-147,Lublin,Lublin,Lublin,lubelskie
20-472,Lublin,Lublin,Lublin,lubelskie
20-703,Lublin,Lublin,Lublin,lubelskie
20-108,Lublin,Lublin,Lublin,lubelskie
20-803,Lublin,Lublin,Lublin,lubelskie
20-824,Lublin,Lublin,Lublin,lubelskie
20-059,Lublin,Lublin,Lublin,lubelskie
20-028,Lublin,Lublin,Lublin,lubelskie
20-037,Lublin,Lublin,Lublin,lubelskie
20-049,Lublin,Lublin,Lublin,lubelskie
20-043,Lublin,Lublin,Lublin,lubelskie
20-121,Lublin,Lublin,Lublin,lubelskie
20-101,Lublin,Lublin,Lublin,lubelskie
20-819,Lublin,Lublin,Lublin,lubelskie
20-577,Lublin,Lublin,Lublin,lubelskie
20-834,Lublin,Lublin,Lublin,lubelskie
20-113,Lublin,Lublin,Lublin,lubelskie
20-817,Lublin,Lublin,Lublin,lubelskie
20-539,Lublin,Lublin,Lublin,lubelskie
20-816,Lublin,Lublin,Lublin,lubelskie
20-136,Lublin,Lublin,Lublin,lubelskie
20-359,Lublin,Lublin,Lublin,lubelskie
20-204,Lublin,Lublin,Lublin,lubelskie
20-460,Lublin,Lublin,Lublin,lubelskie
20-802,Lublin,Lublin,Lublin,lubelskie
20-082,Lublin,Lublin,Lublin,lubelskie
20-601,Lublin,Lublin,Lublin,lubelskie
20-276,Lublin,Lublin,Lublin,lubelskie
20-452,Lublin,Lublin,Lublin,lubelskie
20-874,Lublin,Lublin,Lublin,lubelskie
20-739,Lublin,Lublin,Lublin,lubelskie
20-810,Lublin,Lublin,Lublin,lubelskie
20-224,Lublin,Lublin,Lublin,lubelskie
20-390,Lublin,Lublin,Lublin,lubelskie
20-807,Lublin,Lublin,Lublin,lubelskie
20-144,Lublin,Lublin,Lublin,lubelskie
20-828,Lublin,Lublin,Lublin,lubelskie
20-045,Lublin,Lublin,Lublin,lubelskie
20-750,Lublin,Lublin,Lublin,lubelskie
20-109,Lublin,Lublin,Lublin,lubelskie
20-582,Lublin,Lublin,Lublin,lubelskie
20-869,Lublin,Lublin,Lublin,lubelskie
20-402,Lublin,Lublin,Lublin,lubelskie
20-030,Lublin,Lublin,Lublin,lubelskie
20-119,Lublin,Lublin,Lublin,lubelskie
20-732,Lublin,Lublin,Lublin,lubelskie
20-073,Lublin,Lublin,Lublin,lubelskie
20-543,Lublin,Lublin,Lublin,lubelskie
20-153,Lublin,Lublin,Lublin,lubelskie
20-089,Lublin,Lublin,Lublin,lubelskie
20-465,Lublin,Lublin,Lublin,lubelskie
20-722,Lublin,Lublin,Lublin,lubelskie
20-304,Lublin,Lublin,Lublin,lubelskie
20-259,Lublin,Lublin,Lublin,lubelskie
20-830,Lublin,Lublin,Lublin,lubelskie
20-209,Lublin,Lublin,Lublin,lubelskie
20-806,Lublin,Lublin,Lublin,lubelskie
20-701,Lublin,Lublin,Lublin,lubelskie
20-468,Lublin,Lublin,Lublin,lubelskie
20-734,Lublin,Lublin,Lublin,lubelskie
20-542,Lublin,Lublin,Lublin,lubelskie
20-070,Lublin,Lublin,Lublin,lubelskie
20-310,Lublin,Lublin,Lublin,lubelskie
20-103,Lublin,Lublin,Lublin,lubelskie
20-617,Lublin,Lublin,Lublin,lubelskie
20-735,Lublin,Lublin,Lublin,lubelskie
20-358,Lublin,Lublin,Lublin,lubelskie
20-808,Lublin,Lublin,Lublin,lubelskie
20-705,Lublin,Lublin,Lublin,lubelskie
20-873,Lublin,Lublin,Lublin,lubelskie
20-611,Lublin,Lublin,Lublin,lubelskie
20-872,Lublin,Lublin,Lublin,lubelskie
20-281,Lublin,Lublin,Lublin,lubelskie
20-707,Lublin,Lublin,Lublin,lubelskie
20-142,Lublin,Lublin,Lublin,lubelskie
20-435,Lublin,Lublin,Lublin,lubelskie
20-522,Lublin,Lublin,Lublin,lubelskie
20-111,Lublin,Lublin,Lublin,lubelskie
20-448,Lublin,Lublin,Lublin,lubelskie
20-457,Lublin,Lublin,Lublin,lubelskie
20-301,Lublin,Lublin,Lublin,lubelskie
20-087,Lublin,Lublin,Lublin,lubelskie
20-579,Lublin,Lublin,Lublin,lubelskie
20-640,Lublin,Lublin,Lublin,lubelskie
20-225,Lublin,Lublin,Lublin,lubelskie
20-706,Lublin,Lublin,Lublin,lubelskie
20-469,Lublin,Lublin,Lublin,lubelskie
20-804,Lublin,Lublin,Lublin,lubelskie
20-353,Lublin,Lublin,Lublin,lubelskie
20-104,Lublin,Lublin,Lublin,lubelskie
20-150,Lublin,Lublin,Lublin,lubelskie
20-576,Lublin,Lublin,Lublin,lubelskie
20-406,Lublin,Lublin,Lublin,lubelskie
20-302,Lublin,Lublin,Lublin,lubelskie
20-120,Lublin,Lublin,Lublin,lubelskie
20-329,Lublin,Lublin,Lublin,lubelskie
20-839,Lublin,Lublin,Lublin,lubelskie
20-411,Lublin,Lublin,Lublin,lubelskie
20-025,Lublin,Lublin,Lublin,lubelskie
20-620,Lublin,Lublin,Lublin,lubelskie
20-079,Lublin,Lublin,Lublin,lubelskie
20-075,Lublin,Lublin,Lublin,lubelskie
20-813,Lublin,Lublin,Lublin,lubelskie
20-093,Lublin,Lublin,Lublin,lubelskie
20-835,Lublin,Lublin,Lublin,lubelskie
20-376,Lublin,Lublin,Lublin,lubelskie
20-026,Lublin,Lublin,Lublin,lubelskie
20-023,Lublin,Lublin,Lublin,lubelskie
20-088,Lublin,Lublin,Lublin,lubelskie
20-078,Lublin,Lublin,Lublin,lubelskie
20-403,Lublin,Lublin,Lublin,lubelskie
20-479,Lublin,Lublin,Lublin,lubelskie
20-733,Lublin,Lublin,Lublin,lubelskie
20-325,Lublin,Lublin,Lublin,lubelskie
20-401,Lublin,Lublin,Lublin,lubelskie
20-029,Lublin,Lublin,Lublin,lubelskie
20-714,Lublin,Lublin,Lublin,lubelskie
20-583,Lublin,Lublin,Lublin,lubelskie
20-122,Lublin,Lublin,Lublin,lubelskie
20-752,Lublin,Lublin,Lublin,lubelskie
20-865,Lublin,Lublin,Lublin,lubelskie
20-820,Lublin,Lublin,Lublin,lubelskie
20-072,Lublin,Lublin,Lublin,lubelskie
20-488,Lublin,Lublin,Lublin,lubelskie
20-349,Lublin,Lublin,Lublin,lubelskie
20-226,Lublin,Lublin,Lublin,lubelskie
20-424,Lublin,Lublin,Lublin,lubelskie
20-036,Lublin,Lublin,Lublin,lubelskie
20-124,Lublin,Lublin,Lublin,lubelskie
20-067,Lublin,Lublin,Lublin,lubelskie
20-250,Lublin,Lublin,Lublin,lubelskie
20-829,Lublin,Lublin,Lublin,lubelskie
20-416,Lublin,Lublin,Lublin,lubelskie
20-130,Lublin,Lublin,Lublin,lubelskie
20-875,Lublin,Lublin,Lublin,lubelskie
20-832,Lublin,Lublin,Lublin,lubelskie
20-221,Lublin,Lublin,Lublin,lubelskie
20-447,Lublin,Lublin,Lublin,lubelskie
20-471,Lublin,Lublin,Lublin,lubelskie
20-149,Lublin,Lublin,Lublin,lubelskie
20-346,Lublin,Lublin,Lublin,lubelskie
20-365,Lublin,Lublin,Lublin,lubelskie
20-375,Lublin,Lublin,Lublin,lubelskie
20-262,Lublin,Lublin,Lublin,lubelskie
20-128,Lublin,Lublin,Lublin,lubelskie
20-010,Lublin,Lublin,Lublin,lubelskie
20-386,Lublin,Lublin,Lublin,lubelskie
20-280,Lublin,Lublin,Lublin,lubelskie
20-152,Lublin,Lublin,Lublin,lubelskie
20-223,Lublin,Lublin,Lublin,lubelskie
20-554,Lublin,Lublin,Lublin,lubelskie
20-305,Lublin,Lublin,Lublin,lubelskie
20-319,Lublin,Lublin,Lublin,lubelskie
20-334,Lublin,Lublin,Lublin,lubelskie
20-737,Lublin,Lublin,Lublin,lubelskie
20-061,Lublin,Lublin,Lublin,lubelskie
20-815,Lublin,Lublin,Lublin,lubelskie
20-357,Lublin,Lublin,Lublin,lubelskie
20-326,Lublin,Lublin,Lublin,lubelskie
20-425,Lublin,Lublin,Lublin,lubelskie
20-408,Lublin,Lublin,Lublin,lubelskie
20-135,Lublin,Lublin,Lublin,lubelskie
20-453,Lublin,Lublin,Lublin,lubelskie
20-426,Lublin,Lublin,Lublin,lubelskie
20-811,Lublin,Lublin,Lublin,lubelskie
20-404,Lublin,Lublin,Lublin,lubelskie
20-456,Lublin,Lublin,Lublin,lubelskie
20-233,Lublin,Lublin,Lublin,lubelskie
20-252,Lublin,Lublin,Lublin,lubelskie
20-854,Lublin,Lublin,Lublin,lubelskie
20-636,Lublin,Lublin,Lublin,lubelskie
20-133,Lublin,Lublin,Lublin,lubelskie
20-531,Lublin,Lublin,Lublin,lubelskie
20-635,Lublin,Lublin,Lublin,lubelskie
20-107,Lublin,Lublin,Lublin,lubelskie
20-278,Lublin,Lublin,Lublin,lubelskie
20-091,Lublin,Lublin,Lublin,lubelskie
20-609,Lublin,Lublin,Lublin,lubelskie
20-306,Lublin,Lublin,Lublin,lubelskie
20-118,Lublin,Lublin,Lublin,lubelskie
20-751,Lublin,Lublin,Lublin,lubelskie
20-736,Lublin,Lublin,Lublin,lubelskie
20-492,Lublin,Lublin,Lublin,lubelskie
20-827,Lublin,Lublin,Lublin,lubelskie
20-455,Lublin,Lublin,Lublin,lubelskie
20-340,Lublin,Lublin,Lublin,lubelskie
20-719,Lublin,Lublin,Lublin,lubelskie
20-335,Lublin,Lublin,Lublin,lubelskie
20-616,Lublin,Lublin,Lublin,lubelskie
20-614,Lublin,Lublin,Lublin,lubelskie
20-612,Lublin,Lublin,Lublin,lubelskie
20-060,Lublin,Lublin,Lublin,lubelskie
20-439,Lublin,Lublin,Lublin,lubelskie
20-380,Lublin,Lublin,Lublin,lubelskie
20-385,Lublin,Lublin,Lublin,lubelskie
20-868,Lublin,Lublin,Lublin,lubelskie
20-213,Lublin,Lublin,Lublin,lubelskie
20-217,Lublin,Lublin,Lublin,lubelskie
20-211,Lublin,Lublin,Lublin,lubelskie
20-532,Lublin,Lublin,Lublin,lubelskie
20-005,Lublin,Lublin,Lublin,lubelskie
20-863,Lublin,Lublin,Lublin,lubelskie
20-381,Lublin,Lublin,Lublin,lubelskie
20-330,Lublin,Lublin,Lublin,lubelskie
20-215,Lublin,Lublin,Lublin,lubelskie
20-489,Lublin,Lublin,Lublin,lubelskie
20-605,Lublin,Lublin,Lublin,lubelskie
20-602,Lublin,Lublin,Lublin,lubelskie
20-331,Lublin,Lublin,Lublin,lubelskie
20-362,Lublin,Lublin,Lublin,lubelskie
20-256,Lublin,Lublin,Lublin,lubelskie
20-112,Lublin,Lublin,Lublin,lubelskie
20-378,Lublin,Lublin,Lublin,lubelskie
20-821,Lublin,Lublin,Lublin,lubelskie
20-260,Lublin,Lublin,Lublin,lubelskie
20-231,Lublin,Lublin,Lublin,lubelskie
20-711,Lublin,Lublin,Lublin,lubelskie
20-387,Lublin,Lublin,Lublin,lubelskie
20-805,Lublin,Lublin,Lublin,lubelskie
20-857,Lublin,Lublin,Lublin,lubelskie
20-712,Lublin,Lublin,Lublin,lubelskie
20-551,Lublin,Lublin,Lublin,lubelskie
20-270,Lublin,Lublin,Lublin,lubelskie
20-553,Lublin,Lublin,Lublin,lubelskie
20-143,Lublin,Lublin,Lublin,lubelskie
20-027,Lublin,Lublin,Lublin,lubelskie
20-092,Lublin,Lublin,Lublin,lubelskie
20-303,Lublin,Lublin,Lublin,lubelskie
20-610,Lublin,Lublin,Lublin,lubelskie
20-373,Lublin,Lublin,Lublin,lubelskie
20-555,Lublin,Lublin,Lublin,lubelskie
20-218,Lublin,Lublin,Lublin,lubelskie
20-031,Lublin,Lublin,Lublin,lubelskie
20-222,Lublin,Lublin,Lublin,lubelskie
20-484,Lublin,Lublin,Lublin,lubelskie
20-624,Lublin,Lublin,Lublin,lubelskie
20-126,Lublin,Lublin,Lublin,lubelskie
20-826,Lublin,Lublin,Lublin,lubelskie
20-783,Lublin,Lublin,Lublin,lubelskie
20-090,Lublin,Lublin,Lublin,lubelskie
20-282,Lublin,Lublin,Lublin,lubelskie
20-141,Lublin,Lublin,Lublin,lubelskie
20-228,Lublin,Lublin,Lublin,lubelskie
20-535,Lublin,Lublin,Lublin,lubelskie
20-812,Lublin,Lublin,Lublin,lubelskie
20-509,Lublin,Lublin,Lublin,lubelskie
20-254,Lublin,Lublin,Lublin,lubelskie
20-077,Lublin,Lublin,Lublin,lubelskie
20-323,Lublin,Lublin,Lublin,lubelskie
20-786,Lublin,Lublin,Lublin,lubelskie
20-337,Lublin,Lublin,Lublin,lubelskie
20-351,Lublin,Lublin,Lublin,lubelskie
20-825,Lublin,Lublin,Lublin,lubelskie
20-003,Lublin,Lublin,Lublin,lubelskie
20-716,Lublin,Lublin,Lublin,lubelskie
